,Author,Date,Message
15395,Other,"Aug 13, 2016, 2:50 AM","With dreadful faces thronged, and fiery arms: "
15396,Other,"Aug 13, 2016, 2:49 AM","The affable Arch-Angel, had forewarned "
15397,Other,"Aug 13, 2016, 2:49 AM","This having learned, thou hast attained the sum "
15398,Other,"Aug 13, 2016, 2:49 AM",To cattle and each beast; which would not be 
15399,Other,"Aug 13, 2016, 2:49 AM","Our ruin, both by thee informed I learn, "
15400,Other,"Aug 13, 2016, 2:49 AM",That bring to my remembrance from what state 
15401,Other,"Aug 13, 2016, 2:49 AM","The lowest of your throng; or, if ye know, "
15402,Other,"Aug 13, 2016, 2:49 AM",Nor wanting power to mitigate and swage 
15403,Other,"Aug 13, 2016, 2:49 AM","Illustrates, when they see all regal power "
15404,Other,"Aug 13, 2016, 2:49 AM","Not to destroy, but root them out of Heaven: "
15405,Other,"Aug 13, 2016, 2:49 AM","Of union irresistible, moved on "
15406,Other,"Aug 13, 2016, 2:48 AM"," ;t even, which I bred up with tender hand "
15407,Other,"Aug 13, 2016, 2:48 AM",Before their eyes in sudden view appear 
15408,William Shakespeare,"Aug 13, 2016, 2:48 AM","Of some great ammiral, were but a wand-- "
15409,William Shakespeare,"Aug 13, 2016, 2:47 AM",Up from the bottom turned by furious winds 
15410,William Shakespeare,"Aug 13, 2016, 2:47 AM","Had work and rested not; the solemn pipe, "
15411,Mickey Mouse,"Aug 13, 2016, 2:46 AM","His full wrath, whose thou feelest as yet least part, "
15412,Other,"Aug 13, 2016, 2:45 AM",Attendant on their Lord:  Heaven opened wide 
15413,Mickey Mouse,"Aug 13, 2016, 2:44 AM","Of that alluring fruit, urged me so keen. "
15414,Other,"Aug 13, 2016, 2:44 AM","Bone of my bone thou art, and from thy state "
15415,Other,"Aug 13, 2016, 2:43 AM","She crushes, inoffensive must, and meaths "
15416,Other,"Aug 13, 2016, 2:43 AM","The Devil entered; and his brutal sense, "
15417,Other,"Aug 13, 2016, 2:43 AM","Guiltless of fire, had formed, or Angels brought. "
15418,Other,"Aug 13, 2016, 2:43 AM","Flourished, since mute! to some great cause addressed, "
15419,Other,"Aug 13, 2016, 2:43 AM","Unchecked, and of her roving is no end; "
15420,Other,"Aug 13, 2016, 2:43 AM","The only two of mankind, but in them "
15421,Other,"Aug 13, 2016, 2:43 AM","Eurus and Zephyr, with their lateral noise, "
15422,Other,"Aug 13, 2016, 2:42 AM","A leper once he lost, and gained a king-- "
15423,Other,"Aug 13, 2016, 2:42 AM",Against his Maker; no decree of mine 
15424,Other,"Aug 13, 2016, 2:42 AM",From Man or Angel the great Architect 
15425,Other,"Aug 13, 2016, 2:42 AM","In sweet forgetfulness all pain and woe, "
15426,Other,"Aug 13, 2016, 2:42 AM","Since Satan fell, whom folly overthrew, "
15427,Other,"Aug 13, 2016, 2:42 AM","The realm itself of Satan, long usurped; "
15428,Other,"Aug 13, 2016, 2:41 AM","With their bright luminaries that set and rose, "
15429,William Shakespeare,"Aug 13, 2016, 2:41 AM","In us who serve, new counsels to debate "
15430,William Shakespeare,"Aug 13, 2016, 2:41 AM","As many as are restored, without thee none. "
15431,Other,"Aug 13, 2016, 2:40 AM","His day, which else, as the other hemisphere, "
15432,Other,"Aug 13, 2016, 2:40 AM","Fold above fold, a surging maze! his head "
15433,William Shakespeare,"Aug 13, 2016, 2:36 AM",In emulation opposite to Heaven. 
15434,William Shakespeare,"Aug 13, 2016, 2:36 AM","For state, as Sovran King; and to inure "
15435,William Shakespeare,"Aug 13, 2016, 2:31 AM","Amply have merited of me, of all "
15436,Other,"Aug 12, 2016, 10:03 PM","To find himself not matchless, and his pride "
15437,Other,"Aug 12, 2016, 10:03 PM","To serve the unwise, or him who hath rebelled "
15438,Other,"Aug 12, 2016, 10:03 PM","Lest, thou not tasting, different degree "
15439,Other,"Aug 12, 2016, 9:52 PM",As after thirst; which made their flowing shrink 
15440,Other,"Aug 12, 2016, 9:51 PM","Find pastime, and bear rule; thy realm is large. "
15441,Other,"Aug 12, 2016, 9:51 PM",Sent up amain; and now the thickened sky 
15442,Other,"Aug 12, 2016, 9:51 PM","Of my performance:  What remains, ye Gods, "
15443,Other,"Aug 12, 2016, 9:51 PM","With cause, for evils past; yet much more cheered "
15444,Other,"Aug 12, 2016, 9:51 PM","Now also evidence, but straight I felt, "
15445,Other,"Aug 12, 2016, 9:50 PM",Of that forbidden tree whose mortal taste 
15446,Other,"Aug 9, 2016, 12:58 AM","'Transgressed, inevitably thou shalt die, "
15447,Other,"Aug 9, 2016, 12:58 AM","Truth, wisdom, sanctitude severe and pure, "
15448,Other,"Aug 9, 2016, 12:58 AM","Of towering eagles, to all the fowls he seems "
15449,Other,"Aug 8, 2016, 5:41 PM","Hath been the cause, and wonderful to hear: "
15450,Mickey Mouse,"Aug 8, 2016, 5:41 PM","My damage fondly deemed, I can repair "
15451,Other,"Aug 8, 2016, 5:41 PM","Their sinful state, and to appease betimes "
15452,Mickey Mouse,"Aug 8, 2016, 5:40 PM",Touched lightly; for no falshood can endure 
15453,Mickey Mouse,"Aug 8, 2016, 5:40 PM",And Lichas from the top of Oeta threw 
15454,Other,"Aug 8, 2016, 5:40 PM","Lest he, incensed at such eruption bold, "
15455,Other,"Aug 8, 2016, 5:39 PM",And one peculiar nation to select 
15456,Other,"Aug 8, 2016, 5:38 PM","Less attributed to her faith sincere, "
15457,Mickey Mouse,"Aug 8, 2016, 5:32 PM",A cloudy spot.  Down thither prone in flight 
15458,Mickey Mouse,"Aug 8, 2016, 5:01 PM",After short blush of morn; nigh in her sight 
15459,Mickey Mouse,"Aug 8, 2016, 5:01 PM","Silence, ye troubled Waves, and thou Deep, peace, "
15460,William Shakespeare,"Aug 8, 2016, 4:58 PM",The sense of endless woes?  Inexplicable 
15461,William Shakespeare,"Aug 8, 2016, 4:58 PM","Before all temples th' upright heart and pure, "
15462,Other,"Aug 8, 2016, 1:28 PM",Express; and thou becamest a living soul. 
15463,Other,"Aug 8, 2016, 1:28 PM","Admitting motion in the Heavens, to show "
15464,Other,"Aug 8, 2016, 1:27 PM","With gems and golden lustre rich emblazed, "
15465,Other,"Aug 8, 2016, 1:27 PM","Their frail original, and faded bliss-- "
15466,Other,"Aug 8, 2016, 1:27 PM","The head of all mankind, though Adam's son. "
15467,Other,"Aug 8, 2016, 1:27 PM","Abdiel, than whom none with more zeal adored "
15468,Other,"Aug 8, 2016, 1:25 PM","Of things so high and strange; things, to their thought "
15469,Other,"Aug 8, 2016, 1:25 PM","They, hand in hand, with wandering steps and slow, "
15470,Other,"Aug 8, 2016, 1:24 PM","For in possession such, not only of right, "
15471,Other,"Aug 8, 2016, 4:23 AM","Of men innumerable, there to dwell, "
15472,Mickey Mouse,"Aug 8, 2016, 4:05 AM",Man is not whom to warn: those few escaped 
15473,Other,"Aug 8, 2016, 3:59 AM",Whom thunder hath made greater? Here at least 
15474,William Shakespeare,"Aug 8, 2016, 2:34 AM","Their seats, long after, next the seat of God, "
15475,Other,"Aug 8, 2016, 2:34 AM","Enlightened, and their languished hope revived. "
15476,Other,"Aug 8, 2016, 2:33 AM",On the soft downy bank damasked with flowers: 
15477,William Shakespeare,"Aug 8, 2016, 1:29 AM",His place of birth a solemn Angel tells 
15478,William Shakespeare,"Aug 8, 2016, 1:29 AM","Torn from Pelorus, or the shattered side "
15479,Mickey Mouse,"Aug 8, 2016, 1:17 AM",Illustrious far and wide; but by his own 
15480,Mickey Mouse,"Aug 8, 2016, 1:17 AM",From his slack hand the garland wreathed for Eve 
15481,Other,"Aug 7, 2016, 11:42 AM","As Lords, a spacious world, to our native Heaven "
15482,Other,"Aug 7, 2016, 1:42 AM","And mutual love, the crown of all our bliss "
15483,William Shakespeare,"Aug 6, 2016, 11:47 PM","Not emulous, nor care who them excels; "
15484,Other,"Aug 6, 2016, 3:43 PM","By morrow evening, and from land to land "
15485,Mickey Mouse,"Aug 6, 2016, 3:13 PM","From this delightful fruit, nor known till now "
15486,Other,"Aug 6, 2016, 3:13 PM",(For what could else?) to our Almighty Foe 
15487,Other,"Aug 6, 2016, 3:12 PM","To entertain our Angel-guest, as he "
15488,Mickey Mouse,"Aug 6, 2016, 2:42 PM","If that way be your walk, you have not far; "
15489,William Shakespeare,"Aug 6, 2016, 8:18 AM",That mountain as his garden-mould high raised 
15490,William Shakespeare,"Aug 6, 2016, 8:18 AM","Through Heaven's wide champain held his way; till Morn, "
15491,Other,"Aug 6, 2016, 8:18 AM",O fair foundation laid whereon to build 
15492,William Shakespeare,"Aug 6, 2016, 8:16 AM",Abolish his own works. This would surpass 
15493,William Shakespeare,"Aug 6, 2016, 8:16 AM","Banded against his throne, but to remain "
15494,Other,"Aug 4, 2016, 5:41 PM","Divine instructer, I have heard, than when "
15495,Other,"Aug 4, 2016, 5:41 PM",Of unblest feet. Him followed his next mate; 
15496,Other,"Aug 4, 2016, 5:41 PM",Till on those cursed engines' triple-row 
15497,Other,"Aug 4, 2016, 5:41 PM","Shadow from body opaque can fall; and the air, "
15498,Other,"Aug 4, 2016, 5:34 PM",Who against faith and conscience can be heard 
15499,Other,"Aug 4, 2016, 5:33 PM","'Forbidden here, it seems, as only fit "
15500,Other,"Aug 4, 2016, 5:33 PM","Of Cambalu, seat of Cathaian Can, "
15501,Other,"Aug 4, 2016, 5:14 PM","Hermione and Cadmus, or the god "
15502,Other,"Aug 4, 2016, 5:14 PM","In that celestial colloquy sublime, "
15503,Other,"Aug 4, 2016, 5:11 PM","The seat of desolation, void of light, "
15504,Other,"Aug 4, 2016, 12:41 AM","To whom thus Eve, recovering heart, replied. "
15505,William Shakespeare,"Aug 4, 2016, 12:21 AM","Than Hell's dread Emperor, with pomp supreme, "
15506,William Shakespeare,"Aug 4, 2016, 12:21 AM","Or flocks, or herds, or human face divine; "
15507,William Shakespeare,"Aug 4, 2016, 12:21 AM",But first with narrow search I must walk round 
15508,William Shakespeare,"Aug 4, 2016, 12:20 AM","They saw, but other sight instead! a croud "
15509,Other,"Aug 4, 2016, 12:19 AM","Sole partner, and sole part, of all these joys, "
15510,Other,"Aug 1, 2016, 11:00 PM","Rarely be found:  So shall the world go on, "
15511,Other,"Aug 1, 2016, 10:59 PM","The invention all admired, and each, how he "
15512,Other,"Aug 1, 2016, 10:59 PM","Which thou hast rightly named, but of thyself; "
15513,Other,"Aug 1, 2016, 10:59 PM","His best of man, and gave him up to tears "
15514,Other,"Aug 1, 2016, 10:53 PM",The Arch-Angel trumpet; through the vast of Heaven 
15515,Other,"Aug 1, 2016, 10:53 PM",Espoused Eve decked first her nuptial bed; 
15516,Other,"Aug 1, 2016, 10:53 PM","Bone of my bone, flesh of my flesh, myself "
15517,Other,"Aug 1, 2016, 10:52 PM","All Prophecy, that of the royal stock "
15518,Other,"Aug 1, 2016, 10:52 PM","The other none:  In mercy and justice both, "
15519,Other,"Aug 1, 2016, 10:52 PM",To visit oft this new creation round; 
15520,Other,"Aug 1, 2016, 10:52 PM","Thus I presumptuous; and the Vision bright, "
15521,Other,"Aug 1, 2016, 10:51 PM","  The chief were those who, from the pit of Hell "
15522,Other,"Aug 1, 2016, 10:51 PM","And God said, Let the waters generate "
15523,Other,"Aug 1, 2016, 10:51 PM","Yield thee, so well this day thou hast purveyed. "
15524,Other,"Aug 1, 2016, 10:50 PM","Or glittering star-light, without thee is sweet. "
15525,Other,"Aug 1, 2016, 10:50 PM","With heavenly spoils, our spoils: What he decreed, "
15526,Other,"Aug 1, 2016, 10:50 PM", 
15527,Other,"Aug 1, 2016, 10:05 PM","Grieving to see his glory, at the sight "
15528,Other,"Aug 1, 2016, 10:03 PM","Gambolled before them; the unwieldy elephant, "
15529,Other,"Aug 1, 2016, 9:58 PM","The sound of blustering winds, which all night long "
15530,Other,"Aug 1, 2016, 9:55 PM","Her mischief, and purge off the baser fire, "
15531,William Shakespeare,"Jul 30, 2016, 1:13 AM",As drops on dust conglobing from the dry: 
15532,Mickey Mouse,"Jul 30, 2016, 12:46 AM",And sleep secure; his dreadful voice no more 
15533,Other,"Jul 30, 2016, 12:46 AM","Be strong, live happy, and love!  But, first of all, "
15534,Mickey Mouse,"Jul 30, 2016, 12:46 AM","As one intended first, not after made "
15535,Other,"Jul 30, 2016, 12:45 AM",By me the Promised Seed shall all restore. 
15536,Mickey Mouse,"Jul 30, 2016, 12:45 AM",With blackest insurrection to confound 
15537,Mickey Mouse,"Jul 30, 2016, 12:45 AM","Earth's inmost womb, more warmth than Adam needs: "
15538,Other,"Jul 30, 2016, 12:45 AM",Ye Angels armed; this day from battle rest: 
15539,Mickey Mouse,"Jul 30, 2016, 12:44 AM","Of Satan, done in Paradise; and how "
15540,Other,"Jul 28, 2016, 8:59 PM","In Heaven, which follows dignity, might draw "
15541,William Shakespeare,"Jul 28, 2016, 7:52 PM","Her hand he seised; and to a shady bank, "
15542,William Shakespeare,"Jul 28, 2016, 7:52 PM","Living or lifeless, to be found was none; "
15543,Other,"Jul 28, 2016, 7:32 PM",To whom thus Satan with contemptuous brow. 
15544,William Shakespeare,"Jul 28, 2016, 7:29 PM","So amply, and with hands so liberal, "
15545,Other,"Jul 28, 2016, 7:12 PM","Solace in her return, so long delayed: "
15546,William Shakespeare,"Jul 28, 2016, 7:12 PM","His consort Liberty? what, but unbuild "
15547,Other,"Jul 28, 2016, 7:12 PM", My sole complacence! Well thou know'st how dear 
15548,Mickey Mouse,"Jul 28, 2016, 7:12 PM",All higher knowledge in her presence falls 
15549,William Shakespeare,"Jul 28, 2016, 7:12 PM","My damage fondly deemed, I can repair "
15550,Mickey Mouse,"Jul 28, 2016, 5:39 PM","Men who attend the altar, and should most "
15551,Other,"Jul 28, 2016, 5:38 PM",And sheltered round; but all the cataracts 
15552,Other,"Jul 28, 2016, 5:38 PM","Over the vexed abyss, following the track "
15553,Other,"Jul 28, 2016, 5:38 PM","This downfall; since, by fate, the strength of Gods, "
15554,Other,"Jul 28, 2016, 5:38 PM","Second to thee, offered himself to die "
15555,Other,"Jul 28, 2016, 5:38 PM","That scaled by steps of gold to Heaven-gate, "
15556,Mickey Mouse,"Jul 28, 2016, 5:38 PM",First to himself he inward silence broke. 
15557,Mickey Mouse,"Jul 28, 2016, 5:38 PM","In sight of God's high throne, gloriously bright, "
15558,Other,"Jul 28, 2016, 5:38 PM","In heavenly breasts?  These, these, and many more "
15559,Other,"Jul 28, 2016, 5:38 PM","His triple-coloured bow, whereon to look, "
15560,Mickey Mouse,"Jul 28, 2016, 5:38 PM","Nor staid, till on Niphates' top he lights. "
15561,Other,"Jul 28, 2016, 5:38 PM","To sit in hateful office here confined, "
15562,Other,"Jul 28, 2016, 5:38 PM","Of Belial, flown with insolence and wine. "
15563,Mickey Mouse,"Jul 28, 2016, 5:38 PM",Of utmost Arnon. Nor content with such 
15564,Other,"Jul 28, 2016, 5:38 PM","Is past, and we shall live.  Whence hail to thee, "
15565,Mickey Mouse,"Jul 28, 2016, 5:38 PM",Of squadroned Angels hear his carol sung. 
15566,Other,"Jul 28, 2016, 5:37 PM",Eternity so spent in worship paid 
15567,Other,"Jul 28, 2016, 5:35 PM",Broke off the rest: so much of death her thoughts 
15568,Other,"Jul 28, 2016, 5:35 PM",Birth-day of Heaven and Earth; with joy and shout 
15569,Mickey Mouse,"Jul 28, 2016, 5:34 PM","Silence, ye troubled Waves, and thou Deep, peace, "
15570,Mickey Mouse,"Jul 28, 2016, 5:34 PM","My judgements; how with mankind I proceed, "
15571,Other,"Jul 28, 2016, 5:34 PM","Rove idle, unemployed, and less need rest; "
15572,Other,"Jul 28, 2016, 5:34 PM",Of all the rest: then wilt thou not be loth 
15573,Mickey Mouse,"Jul 28, 2016, 5:33 PM",Into their temper; which must needs remove 
15574,Mickey Mouse,"Jul 28, 2016, 5:33 PM","Over his brethren, and quite dispossess "
15575,Other,"Jul 28, 2016, 5:33 PM","Directed, no mean recompense it brings "
15576,Other,"Jul 28, 2016, 5:32 PM","Free leave so large to all things else, and choice "
15577,Other,"Jul 28, 2016, 5:32 PM","For us created, needs with us must fail, "
15578,Other,"Jul 28, 2016, 5:30 PM",Whose fellowship therefore unmeet for thee 
15579,Other,"Jul 28, 2016, 5:29 PM","Reflecting blaze on blaze, first met his view: "
15580,Other,"Jul 28, 2016, 5:29 PM",Advising peace: for such another field 
15581,Other,"Jul 28, 2016, 5:29 PM",Acknowledge him thy greater; sound his praise 
15582,Other,"Jul 28, 2016, 5:27 PM",The waters underneath from those above 
15583,Other,"Jul 28, 2016, 5:27 PM","Brandished aloft, the horrid edge came down "
15584,Other,"Jul 28, 2016, 5:27 PM","How overcome this dire calamity, "
15585,Other,"Jul 28, 2016, 5:27 PM","Troop to their standard; so the watery throng, "
15586,Other,"Jul 28, 2016, 5:27 PM",Therefore to his great bidding I submit. 
15587,Other,"Jul 28, 2016, 5:27 PM","Useless and vain, of freedom both despoil'd, "
15588,Other,"Jul 28, 2016, 5:26 PM","When to advance, or stand, or turn the sway "
15589,Other,"Jul 28, 2016, 5:26 PM","Charge and strict watch, that to this happy place "
15590,Other,"Jul 28, 2016, 5:26 PM","So spake this oracle, then verified "
15591,Other,"Jul 28, 2016, 5:26 PM","Curled many a wanton wreath in sight of Eve, "
15592,Other,"Jul 28, 2016, 5:25 PM","Goddess humane, reach then, and freely taste! "
15593,Other,"Jul 28, 2016, 5:24 PM",$THeir freedom: they themselves ordain'd their fall. 
15594,Other,"Jul 28, 2016, 5:23 PM","For he who tempts, though in vain, at least asperses "
15595,Other,"Jul 28, 2016, 5:23 PM","Of what so seldom chanced; when to his wish, "
15596,Other,"Jul 28, 2016, 5:23 PM","With grateful smell, forth came the human pair, "
15597,Other,"Jul 28, 2016, 5:23 PM","The Arch-Angel stood; and, from the other hill "
15598,Other,"Jul 28, 2016, 5:23 PM","Twinned, and from her hath no dividual being: "
15599,Other,"Jul 28, 2016, 5:23 PM","For ever happy:  Him who disobeys, "
15600,Other,"Jul 28, 2016, 5:22 PM","Foundst either sweet repast, or sound repose; "
15601,Other,"Jul 28, 2016, 5:22 PM",And never but in unapproached light 
15602,Other,"Jul 28, 2016, 5:22 PM",For Chaos heard his voice:  Him all his train 
15603,Other,"Jul 28, 2016, 5:22 PM","For never did thy beauty, since the day "
15604,Other,"Jul 28, 2016, 5:22 PM",But God left free the will; for what obeys 
15605,Other,"Jul 28, 2016, 5:21 PM","With fish replenished, and the air with fowl, "
